instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,rental_category,hr,time_category
199,2011-07-18,Musim Panas,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,Hari Kerja,Medium,,
200,2011-07-19,Musim Panas,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,Hari Kerja,Medium,,
201,2011-07-20,Musim Panas,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,Hari Kerja,Medium,,
202,2011-07-21,Musim Panas,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,Hari Kerja,Medium,,
203,2011-07-22,Musim Panas,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,Hari Kerja,Medium,,
204,2011-07-23,Musim Panas,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,Hari Kerja,Medium,,
205,2011-07-24,Musim Panas,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,Hari Kerja,Medium,,
206,2011-07-25,Musim Panas,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,Hari Kerja,Medium,,
207,2011-07-26,Musim Panas,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,Hari Kerja,Medium,,
208,2011-07-27,Musim Panas,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,Hari Kerja,Medium,,
209,2011-07-28,Musim Panas,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,Hari Kerja,Medium,,
210,2011-07-29,Musim Panas,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,Hari Kerja,Medium,,
211,2011-07-30,Musim Panas,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,Hari Kerja,Medium,,
212,2011-07-31,Musim Panas,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,Hari Kerja,Medium,,
213,2011-08-01,Musim Panas,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,Hari Kerja,Medium,,
214,2011-08-02,Musim Panas,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,Hari Kerja,Medium,,
215,2011-08-03,Musim Panas,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,Hari Kerja,Medium,,
216,2011-08-04,Musim Panas,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,Hari Kerja,Medium,,
217,2011-08-05,Musim Panas,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,Hari Kerja,Medium,,
218,2011-08-06,Musim Panas,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,Hari Kerja,Medium,,
219,2011-08-07,Musim Panas,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,Hari Kerja,Medium,,
220,2011-08-08,Musim Panas,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,Hari Kerja,Medium,,
221,2011-08-09,Musim Panas,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,Hari Kerja,Medium,,
222,2011-08-10,Musim Panas,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,Hari Kerja,Medium,,
223,2011-08-11,Musim Panas,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,Hari Kerja,Medium,,
224,2011-08-12,Musim Panas,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,Hari Kerja,Medium,,
225,2011-08-13,Musim Panas,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,Hari Kerja,Medium,,
226,2011-08-14,Musim Panas,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,Hari Kerja,Medium,,
227,2011-08-15,Musim Panas,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,Hari Kerja,Medium,,
228,2011-08-16,Musim Panas,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,Hari Kerja,Medium,,
229,2011-08-17,Musim Panas,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,Hari Kerja,Medium,,
230,2011-08-18,Musim Panas,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,Hari Kerja,Medium,,
231,2011-08-19,Musim Panas,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,Hari Kerja,Medium,,
232,2011-08-20,Musim Panas,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,Hari Kerja,High,,
233,2011-08-21,Musim Panas,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,Hari Kerja,Medium,,
234,2011-08-22,Musim Panas,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,Hari Kerja,Medium,,
235,2011-08-23,Musim Panas,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,Hari Kerja,High,,
236,2011-08-24,Musim Panas,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,Hari Kerja,High,,
237,2011-08-25,Musim Panas,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,Hari Kerja,Medium,,
238,2011-08-26,Musim Panas,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,Hari Kerja,Medium,,
239,2011-08-27,Musim Panas,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,Hari Kerja,Low,,
240,2011-08-28,Musim Panas,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,Hari Kerja,Medium,,
241,2011-08-29,Musim Panas,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,Hari Kerja,Medium,,
242,2011-08-30,Musim Panas,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,Hari Kerja,High,,
243,2011-08-31,Musim Panas,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,Hari Kerja,High,,
244,2011-09-01,Musim Panas,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,Hari Kerja,High,,
245,2011-09-02,Musim Panas,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,Hari Kerja,Medium,,
246,2011-09-03,Musim Panas,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,Hari Kerja,Medium,,
247,2011-09-04,Musim Panas,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,Hari Kerja,Medium,,
248,2011-09-05,Musim Panas,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,Hari Libur,Medium,,
249,2011-09-06,Musim Panas,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,Hari Kerja,Medium,,
250,2011-09-07,Musim Panas,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,Hari Kerja,Low,,
251,2011-09-08,Musim Panas,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,Hari Kerja,Low,,
252,2011-09-09,Musim Panas,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,Hari Kerja,Medium,,
253,2011-09-10,Musim Panas,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,Hari Kerja,High,,
254,2011-09-11,Musim Panas,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,Hari Kerja,High,,
255,2011-09-12,Musim Panas,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,Hari Kerja,Medium,,
256,2011-09-13,Musim Panas,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,Hari Kerja,Medium,,
257,2011-09-14,Musim Panas,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,Hari Kerja,Medium,,
258,2011-09-15,Musim Panas,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,Hari Kerja,Medium,,
259,2011-09-16,Musim Panas,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,Hari Kerja,Medium,,
260,2011-09-17,Musim Panas,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,Hari Kerja,Medium,,
261,2011-09-18,Musim Panas,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,Hari Kerja,Medium,,
262,2011-09-19,Musim Panas,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,Hari Kerja,Medium,,
263,2011-09-20,Musim Panas,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,Hari Kerja,Medium,,
264,2011-09-21,Musim Panas,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,Hari Kerja,Medium,,
265,2011-09-22,Musim Panas,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,Hari Kerja,Medium,,
266,2011-09-23,Musim Gugur,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,Hari Kerja,Medium,,
267,2011-09-24,Musim Gugur,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,Hari Kerja,High,,
268,2011-09-25,Musim Gugur,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,Hari Kerja,High,,
269,2011-09-26,Musim Gugur,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,Hari Kerja,Medium,,
270,2011-09-27,Musim Gugur,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,Hari Kerja,Medium,,
271,2011-09-28,Musim Gugur,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,Hari Kerja,Medium,,
272,2011-09-29,Musim Gugur,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,Hari Kerja,Medium,,
273,2011-09-30,Musim Gugur,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,Hari Kerja,High,,
274,2011-10-01,Musim Gugur,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,Hari Kerja,Medium,,
275,2011-10-02,Musim Gugur,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,Hari Kerja,Medium,,
276,2011-10-03,Musim Gugur,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,Hari Kerja,Medium,,
277,2011-10-04,Musim Gugur,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,Hari Kerja,Medium,,
278,2011-10-05,Musim Gugur,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,Hari Kerja,Medium,,
279,2011-10-06,Musim Gugur,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,Hari Kerja,Medium,,
280,2011-10-07,Musim Gugur,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,Hari Kerja,Medium,,
281,2011-10-08,Musim Gugur,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,Hari Kerja,High,,
282,2011-10-09,Musim Gugur,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,Hari Kerja,High,,
283,2011-10-10,Musim Gugur,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,Hari Libur,High,,
284,2011-10-11,Musim Gugur,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,Hari Kerja,Medium,,
285,2011-10-12,Musim Gugur,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,Hari Kerja,Medium,,
286,2011-10-13,Musim Gugur,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,Hari Kerja,Medium,,
287,2011-10-14,Musim Gugur,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,Hari Kerja,Medium,,
288,2011-10-15,Musim Gugur,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,Hari Kerja,High,,
289,2011-10-16,Musim Gugur,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,Hari Kerja,High,,
290,2011-10-17,Musim Gugur,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,Hari Kerja,Medium,,
291,2011-10-18,Musim Gugur,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,Hari Kerja,Medium,,
292,2011-10-19,Musim Gugur,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,Hari Kerja,Medium,,
293,2011-10-20,Musim Gugur,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,Hari Kerja,Medium,,
294,2011-10-21,Musim Gugur,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,Hari Kerja,Medium,,
295,2011-10-22,Musim Gugur,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,Hari Kerja,Medium,,
296,2011-10-23,Musim Gugur,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,Hari Kerja,Medium,,
297,2011-10-24,Musim Gugur,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,Hari Kerja,Medium,,
298,2011-10-25,Musim Gugur,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,Hari Kerja,Medium,,
299,2011-10-26,Musim Gugur,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,Hari Kerja,Medium,,
300,2011-10-27,Musim Gugur,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,Hari Kerja,Medium,,
301,2011-10-28,Musim Gugur,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,Hari Kerja,Medium,,
302,2011-10-29,Musim Gugur,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,Hari Kerja,Low,,
303,2011-10-30,Musim Gugur,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Hari Kerja,Medium,,
304,2011-10-31,Musim Gugur,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,Hari Kerja,Medium,,
305,2011-11-01,Musim Gugur,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Hari Kerja,Medium,,
306,2011-11-02,Musim Gugur,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Hari Kerja,Medium,,
307,2011-11-03,Musim Gugur,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Hari Kerja,Medium,,
308,2011-11-04,Musim Gugur,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Hari Kerja,Medium,,
309,2011-11-05,Musim Gugur,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Hari Kerja,Medium,,
310,2011-11-06,Musim Gugur,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Hari Kerja,Medium,,
311,2011-11-07,Musim Gugur,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,Hari Kerja,Medium,,
312,2011-11-08,Musim Gugur,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Hari Kerja,Medium,,
313,2011-11-09,Musim Gugur,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,Hari Kerja,Medium,,
314,2011-11-10,Musim Gugur,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,Hari Kerja,Medium,,
315,2011-11-11,Musim Gugur,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,Hari Libur,Medium,,
316,2011-11-12,Musim Gugur,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,Hari Kerja,Medium,,
317,2011-11-13,Musim Gugur,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,Hari Kerja,Medium,,
318,2011-11-14,Musim Gugur,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,Hari Kerja,Medium,,
319,2011-11-15,Musim Gugur,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,Hari Kerja,Medium,,
320,2011-11-16,Musim Gugur,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,Hari Kerja,Low,,
321,2011-11-17,Musim Gugur,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,Hari Kerja,Medium,,
322,2011-11-18,Musim Gugur,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,Hari Kerja,Medium,,
323,2011-11-19,Musim Gugur,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,Hari Kerja,Medium,,
324,2011-11-20,Musim Gugur,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,Hari Kerja,Medium,,
325,2011-11-21,Musim Gugur,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,Hari Kerja,Medium,,
326,2011-11-22,Musim Gugur,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,Hari Kerja,Low,,
327,2011-11-23,Musim Gugur,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,Hari Kerja,Medium,,
328,2011-11-24,Musim Gugur,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,Hari Libur,Low,,
329,2011-11-25,Musim Gugur,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,Hari Kerja,Medium,,
330,2011-11-26,Musim Gugur,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,Hari Kerja,Medium,,
331,2011-11-27,Musim Gugur,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,Hari Kerja,Medium,,
332,2011-11-28,Musim Gugur,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,Hari Kerja,Medium,,
333,2011-11-29,Musim Gugur,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,Hari Kerja,Medium,,
334,2011-11-30,Musim Gugur,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,Hari Kerja,Medium,,
335,2011-12-01,Musim Gugur,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,Hari Kerja,Medium,,
336,2011-12-02,Musim Gugur,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,Hari Kerja,Medium,,
337,2011-12-03,Musim Gugur,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,Hari Kerja,Medium,,
338,2011-12-04,Musim Gugur,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,Hari Kerja,Medium,,
339,2011-12-05,Musim Gugur,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,Hari Kerja,Medium,,
340,2011-12-06,Musim Gugur,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,Hari Kerja,Medium,,
341,2011-12-07,Musim Gugur,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,Hari Kerja,Low,,
342,2011-12-08,Musim Gugur,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,Hari Kerja,Medium,,
343,2011-12-09,Musim Gugur,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,Hari Kerja,Medium,,
344,2011-12-10,Musim Gugur,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Hari Kerja,Medium,,
345,2011-12-11,Musim Gugur,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Hari Kerja,Medium,,
346,2011-12-12,Musim Gugur,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Hari Kerja,Medium,,
347,2011-12-13,Musim Gugur,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Hari Kerja,Medium,,
348,2011-12-14,Musim Gugur,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Hari Kerja,Medium,,
349,2011-12-15,Musim Gugur,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Hari Kerja,Medium,,
350,2011-12-16,Musim Gugur,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,Hari Kerja,Medium,,
351,2011-12-17,Musim Gugur,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,Hari Kerja,Medium,,
352,2011-12-18,Musim Gugur,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,Hari Kerja,Medium,,
353,2011-12-19,Musim Gugur,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,Hari Kerja,Medium,,
354,2011-12-20,Musim Gugur,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,Hari Kerja,Medium,,
355,2011-12-21,Musim Dingin,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,Hari Kerja,Medium,,
356,2011-12-22,Musim Dingin,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,Hari Kerja,Medium,,
357,2011-12-23,Musim Dingin,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,Hari Kerja,Medium,,
358,2011-12-24,Musim Dingin,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,Hari Kerja,Low,,
359,2011-12-25,Musim Dingin,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,Hari Kerja,Low,,
360,2011-12-26,Musim Dingin,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,Hari Libur,Low,,
361,2011-12-27,Musim Dingin,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,Hari Kerja,Low,,
362,2011-12-28,Musim Dingin,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,Hari Kerja,Medium,,
363,2011-12-29,Musim Dingin,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,Hari Kerja,Medium,,
364,2011-12-30,Musim Dingin,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,Hari Kerja,Medium,,
365,2011-12-31,Musim Dingin,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,Hari Kerja,Medium,,
366,2012-01-01,Musim Dingin,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,Hari Kerja,Medium,,
367,2012-01-02,Musim Dingin,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,Hari Libur,Low,,
368,2012-01-03,Musim Dingin,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,Hari Kerja,Medium,,
369,2012-01-04,Musim Dingin,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,Hari Kerja,Medium,,
370,2012-01-05,Musim Dingin,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,Hari Kerja,Medium,,
371,2012-01-06,Musim Dingin,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,Hari Kerja,Medium,,
372,2012-01-07,Musim Dingin,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,Hari Kerja,Medium,,
373,2012-01-08,Musim Dingin,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,Hari Kerja,Medium,,
374,2012-01-09,Musim Dingin,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,Hari Kerja,Medium,,
375,2012-01-10,Musim Dingin,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,Hari Kerja,Medium,,
376,2012-01-11,Musim Dingin,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,Hari Kerja,Medium,,
377,2012-01-12,Musim Dingin,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,Hari Kerja,Medium,,
378,2012-01-13,Musim Dingin,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,Hari Kerja,Medium,,
379,2012-01-14,Musim Dingin,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,Hari Kerja,Medium,,
380,2012-01-15,Musim Dingin,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,Hari Kerja,Medium,,
381,2012-01-16,Musim Dingin,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,Hari Libur,Medium,,
382,2012-01-17,Musim Dingin,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,Hari Kerja,Medium,,
383,2012-01-18,Musim Dingin,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,Hari Kerja,Medium,,
384,2012-01-19,Musim Dingin,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,Hari Kerja,Medium,,
385,2012-01-20,Musim Dingin,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,Hari Kerja,Medium,,
386,2012-01-21,Musim Dingin,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,Hari Kerja,Low,,
387,2012-01-22,Musim Dingin,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,Hari Kerja,Low,,
388,2012-01-23,Musim Dingin,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,Hari Kerja,Medium,,
389,2012-01-24,Musim Dingin,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,Hari Kerja,Medium,,
390,2012-01-25,Musim Dingin,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,Hari Kerja,Medium,,
391,2012-01-26,Musim Dingin,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Hari Kerja,Medium,,
392,2012-01-27,Musim Dingin,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Hari Kerja,Medium,,
393,2012-01-28,Musim Dingin,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Hari Kerja,Medium,,
394,2012-01-29,Musim Dingin,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Hari Kerja,Medium,,
395,2012-01-30,Musim Dingin,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Hari Kerja,Medium,,
